%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.attitude,field.utm_easting,field.utm_northing,field.quality
1582906610039922666,4706,1582906610038114070,,42.33880048,-71.0848027817,4.193,328256.906016,4689498.90381,4
1582906610238390588,4707,1582906610237689971,,42.338802155,-71.0848052683,4.159,328256.70572,4689499.09483,4
1582906610442144108,4708,1582906610441054105,,42.33880391,-71.0848077217,4.194,328256.508388,4689499.29466,4
1582906610644395255,4709,1582906610643266916,,42.33880521,-71.0848097667,4.17,328256.343456,4689499.44315,4
1582906610846995277,4710,1582906610845889091,,42.3388067433,-71.0848122583,4.197,328256.142362,4689499.61844,4
1582906611048732401,4711,1582906611047741889,,42.338808315,-71.0848145117,4.193,328255.961006,4689499.79752,4
1582906611253667015,4712,1582906611251960992,,42.3388098167,-71.0848167533,4.21,328255.780422,4689499.96879,4
1582906611444117687,4713,1582906611443196058,,42.3388114017,-71.0848192317,4.216,328255.580567,4689500.1498,4
1582906611644671516,4714,1582906611643599033,,42.338813045,-71.08482139,4.22,328255.407233,4689500.33664,4
1582906611844900723,4715,1582906611843835115,,42.3388144617,-71.0848239217,4.175,328255.202526,4689500.49906,4
1582906612049082439,4716,1582906612047305107,,42.33881623,-71.084826195,4.211,328255.020059,4689500.70002,4
1582906612251160480,4717,1582906612249933004,,42.338817865,-71.0848283883,4.214,328254.843819,4689500.886,4
1582906612444148504,4718,1582906612443043947,,42.3388195283,-71.0848307283,4.183,328254.655574,4689501.07543,4
1582906612644006314,4719,1582906612643028020,,42.3388212633,-71.0848332917,4.193,328254.449125,4689501.27326,4
1582906612846585953,4720,1582906612845479011,,42.3388224217,-71.08483554,4.163,328254.267056,4689501.40643,4
1582906613047794483,4721,1582906613046699047,,42.3388239633,-71.0848381533,4.193,328254.055962,4689501.5829,4
1582906613252562727,4722,1582906613251468896,,42.3388255717,-71.0848401533,4.23,328253.895577,4689501.76553,4
1582906613448249352,4723,1582906613447096109,,42.3388270283,-71.0848422217,4.229,328253.729149,4689501.93146,4
1582906613644887245,4724,1582906613643625974,,42.3388286467,-71.0848442717,4.239,328253.564672,4689502.1153,4
1582906613849261787,4725,1582906613847774982,,42.3388301067,-71.08484585,4.255,328253.438621,4689502.28061,4
1582906614050160912,4726,1582906614049115896,,42.3388315633,-71.084847615,4.243,328253.297183,4689502.44593,4
1582906614249699327,4727,1582906614249097108,,42.3388331633,-71.0848487067,4.254,328253.211605,4689502.6258,4
1582906614449264290,4728,1582906614448538064,,42.3388352083,-71.0848488883,4.252,328253.202207,4689502.85325,4
1582906614646672880,4729,1582906614645493984,,42.3388372517,-71.0848485667,4.238,328253.23427,4689503.0795,4
1582906614852892368,4730,1582906614852294921,,42.3388387183,-71.08484757,4.257,328253.32037,4689503.24035,4
1582906615045101713,4731,1582906615044013977,,42.338840155,-71.084846475,4.258,328253.41449,4689503.39767,4
1582906615261050655,4732,1582906615259926080,,42.3388415633,-71.084845495,4.246,328253.499058,4689503.55207,4
1582906615454526584,4733,1582906615453488111,,42.3388428517,-71.0848441367,4.246,328253.614468,4689503.69239,4
1582906615649510231,4734,1582906615648933887,,42.3388441233,-71.0848427383,4.231,328253.733128,4689503.83077,4
1582906615843680985,4735,1582906615842734098,,42.338845675,-71.0848411567,4.25,328253.867653,4689503.99988,4
1582906616046908634,4736,1582906616046323060,,42.338847095,-71.0848395633,4.22,328254.002781,4689504.15434,4
1582906616244647797,4737,1582906616243823051,,42.33884844,-71.08483774,4.218,328254.156653,4689504.30001,4
1582906616450599464,4738,1582906616449369907,,42.3388500117,-71.0848355467,4.243,328254.341623,4689504.4701,4
1582906616645372294,4739,1582906616644788026,,42.3388514533,-71.0848334533,4.247,328254.518,4689504.62596,4
1582906616849375025,4740,1582906616848788022,,42.3388530683,-71.084831265,4.207,328254.702677,4689504.80087,4
1582906617043185800,4741,1582906617042033910,,42.338854925,-71.08482906,4.223,328254.889384,4689505.00259,4
1582906617260400139,4742,1582906617259342908,,42.3388565483,-71.0848270033,4.201,328255.063235,4689505.17869,4
1582906617448378895,4743,1582906617447294950,,42.3388585183,-71.084825005,4.206,328255.233225,4689505.39341,4
1582906617652710754,4744,1582906617651561975,,42.33885986,-71.084822875,4.239,328255.412352,4689505.53809,4
1582906617846599972,4745,1582906617845992088,,42.3388612067,-71.0848206017,4.21,328255.6033,4689505.68303,4
1582906618048807063,4746,1582906618048264026,,42.3388629767,-71.0848183317,4.233,328255.795126,4689505.87499,4
1582906618254972446,4747,1582906618253828048,,42.3388645617,-71.084816265,4.231,328255.969697,4689506.04682,4
1582906618451737355,4748,1582906618450625896,,42.3388662833,-71.0848145267,4.24,328256.117591,4689506.23449,4
1582906618647177408,4749,1582906618646048069,,42.3388679967,-71.0848123167,4.256,328256.30432,4689506.42028,4
1582906618847759860,4750,1582906618847098112,,42.338869515,-71.0848100917,4.233,328256.491753,4689506.58438,4
1582906619048768071,4751,1582906619047733068,,42.33887119,-71.0848077917,4.22,328256.685792,4689506.76573,4
1582906619256728258,4752,1582906619255547046,,42.3388730733,-71.0848057133,4.249,328256.862137,4689506.97067,4
1582906619451513969,4753,1582906619450458049,,42.338874885,-71.0848040583,4.217,328257.003411,4689507.16849,4
1582906619645698592,4754,1582906619645111083,,42.3388767633,-71.084802255,4.23,328257.157087,4689507.37343,4
1582906619854559084,4755,1582906619853997945,,42.338878275,-71.08480017,4.265,328257.332969,4689507.53707,4
1582906620049924718,4756,1582906620049369096,,42.3388797883,-71.0847980617,4.233,328257.510777,4689507.70086,4
1582906620245419912,4757,1582906620244314908,,42.3388815933,-71.0847958933,4.272,328257.694323,4689507.89691,4
1582906620451201460,4758,1582906620450371026,,42.33888323,-71.08479394,4.262,328257.859698,4689508.07471,4
1582906620656480248,4759,1582906620655272960,,42.3388848167,-71.0847922617,4.255,328258.002282,4689508.2475,4
1582906620851048224,4760,1582906620849371910,,42.338886655,-71.084790235,4.271,328258.174247,4689508.44754,4
1582906621045649571,4761,1582906621044840097,,42.3388880883,-71.0847881183,4.27,328258.352525,4689508.60243,4
1582906621264037002,4762,1582906621262819051,,42.3388896483,-71.0847859667,4.246,328258.53403,4689508.77131,4
1582906621456301601,4763,1582906621455781936,,42.3388912833,-71.08478386,4.272,328258.712033,4689508.94861,4
1582906621655193783,4764,1582906621654073953,,42.3388928433,-71.084781875,4.252,328258.879808,4689509.11782,4
1582906621856951951,4765,1582906621855683088,,42.3388948467,-71.0847799333,4.237,328259.04522,4689509.33636,4
1582906622051409036,4766,1582906622050307989,,42.3388965533,-71.08477785,4.259,328259.221495,4689509.52166,4
1582906622264956362,4767,1582906622264184951,,42.338898285,-71.0847757117,4.245,328259.40237,4689509.70963,4
1582906622456724030,4768,1582906622455885887,,42.3389001233,-71.0847736483,4.234,328259.577356,4689509.9096,4
1582906622653821555,4769,1582906622652781963,,42.3389017683,-71.0847716817,4.256,328259.743852,4689510.08829,4
1582906622851190060,4770,1582906622850511074,,42.338903395,-71.0847698767,4.236,328259.89698,4689510.26527,4
1582906623049593942,4771,1582906623048849105,,42.3389051617,-71.0847679767,4.26,328260.058315,4689510.45761,4
1582906623278034676,4772,1582906623276881933,,42.3389067333,-71.0847659667,4.25,328260.228182,4689510.62807,4
1582906623462283246,4773,1582906623461205959,,42.3389083433,-71.0847640483,4.232,328260.390601,4689510.80298,4
1582906623657797654,4774,1582906623657218933,,42.3389099717,-71.08476202,4.256,328260.562132,4689510.97969,4
1582906623861665587,4775,1582906623860846996,,42.33891149,-71.0847600817,4.247,328260.725949,4689511.14438,4
1582906624058208192,4776,1582906624057579994,,42.3389132767,-71.0847582233,4.238,328260.883906,4689511.33902,4
1582906624269954509,4777,1582906624268855094,,42.338914925,-71.08475621,4.257,328261.054256,4689511.51799,4
1582906624463628255,4778,1582906624462512016,,42.3389164817,-71.0847541267,4.23,328261.230122,4689511.68664,4
1582906624657220556,4779,1582906624656510114,,42.3389181283,-71.0847519667,4.244,328261.41255,4689511.86512,4
1582906624859777509,4780,1582906624858711957,,42.33891973,-71.0847499017,4.266,328261.587029,4689512.0388,4
1582906625065084147,4781,1582906625063875913,,42.338921195,-71.08474809,4.246,328261.740266,4689512.19782,4
1582906625271230154,4782,1582906625269984960,,42.3389228883,-71.0847461083,4.289,328261.908129,4689512.38185,4
1582906625465535029,4783,1582906625464967012,,42.338924485,-71.0847439617,4.284,328262.089323,4689512.55481,4
1582906625660769912,4784,1582906625660263061,,42.33892609,-71.0847417267,4.239,328262.277816,4689512.72852,4
1582906625864869417,4785,1582906625863759994,,42.33892785,-71.0847394267,4.274,328262.472085,4689512.91931,4
1582906626059066847,4786,1582906626057928085,,42.3389296083,-71.0847375617,4.248,328262.630514,4689513.11079,4
1582906626266249698,4787,1582906626265216112,,42.3389312783,-71.0847355067,4.246,328262.804356,4689513.29208,4
1582906626458716836,4788,1582906626458053112,,42.338933065,-71.0847333733,4.254,328262.984968,4689513.48617,4
1582906626664464139,4789,1582906626663701057,,42.3389347117,-71.0847311733,4.249,328263.170691,4689513.66458,4
1582906626858962317,4790,1582906626857877016,,42.3389363767,-71.08472911,4.256,328263.345205,4689513.8453,4
1582906627062777882,4791,1582906627061556100,,42.3389378867,-71.0847270583,4.284,328263.518335,4689514.00883,4
1582906627279916656,4792,1582906627278706073,,42.338939405,-71.0847250717,4.254,328263.686134,4689514.17341,4
1582906627463402253,4793,1582906627462397098,,42.3389412567,-71.0847226517,4.289,328263.890539,4689514.37414,4
1582906627657852934,4794,1582906627657030105,,42.3389427667,-71.084720495,4.283,328264.07232,4689514.53746,4
1582906627864558732,4795,1582906627864038944,,42.3389445117,-71.0847183233,4.235,328264.255977,4689514.72684,4
1582906628057994595,4796,1582906628057432889,,42.338946295,-71.0847160683,4.293,328264.446603,4689514.92031,4
1582906628263902872,4797,1582906628262825012,,42.3389479367,-71.0847144267,4.262,328264.586315,4689515.09929,4
1582906628467829028,4798,1582906628467261075,,42.3389498967,-71.08471245,4.256,328264.754493,4689515.31294,4
1582906628665230979,4799,1582906628664165973,,42.3389516117,-71.0847101583,4.28,328264.947953,4689515.49875,4
1582906628855560652,4800,1582906628854984998,,42.3389531433,-71.0847080717,4.254,328265.124027,4689515.66461,4
1582906629063756005,4801,1582906629062874078,,42.3389549467,-71.0847057817,4.252,328265.31759,4689515.86024,4
1582906629269304813,4802,1582906629268366098,,42.3389566767,-71.08470381,4.282,328265.48473,4689516.04836,4
1582906629463403190,4803,1582906629462901115,,42.338958435,-71.0847019967,4.235,328265.638902,4689516.23994,4
1582906629666411597,4804,1582906629665673971,,42.3389602533,-71.0846997733,4.268,328265.827014,4689516.43737,4
1582906629861036662,4805,1582906629859968900,,42.33896193,-71.0846978367,4.264,328265.991125,4689516.61963,4
1582906630067363517,4806,1582906630066292047,,42.3389636933,-71.0846956567,4.226,328266.175518,4689516.81104,4
1582906630280704088,4807,1582906630280041933,,42.3389654917,-71.0846933183,4.241,328266.37305,4689517.006,4
1582906630467227127,4808,1582906630466736078,,42.338967235,-71.0846912367,4.209,328266.549287,4689517.19538,4
1582906630661109491,4809,1582906630660028934,,42.3389691783,-71.0846892917,4.19,328266.71481,4689517.40725,4
1582906630864161676,4810,1582906630863620042,,42.338970815,-71.0846873383,4.218,328266.880185,4689517.58504,4
1582906631058548183,4811,1582906631057502031,,42.33897245,-71.084685395,4.21,328267.044731,4689517.76267,4
1582906631276972785,4812,1582906631275899887,,42.3389741183,-71.0846834467,4.223,328267.20978,4689517.94399,4
1582906631463920661,4813,1582906631463190078,,42.3389757367,-71.0846814583,4.238,328267.377988,4689518.11968,4
1582906631661518544,4814,1582906631660408973,,42.3389773833,-71.08467953,4.212,328267.541331,4689518.29864,4
1582906631867525767,4815,1582906631866472959,,42.3389791567,-71.0846774667,4.218,328267.71614,4689518.49138,4
1582906632066283303,4816,1582906632065469026,,42.3389807283,-71.0846754167,4.204,328267.889301,4689518.66176,4
1582906632265517864,4817,1582906632264592885,,42.3389824067,-71.0846734233,4.169,328268.058084,4689518.8441,4
1582906632462456142,4818,1582906632461930036,,42.3389842633,-71.0846712217,4.175,328268.244516,4689519.04583,4
1582906632667240869,4819,1582906632666078090,,42.3389857267,-71.0846693433,4.157,328268.40324,4689519.20452,4
1582906632866048457,4820,1582906632864974975,,42.338987305,-71.0846674033,4.101,328268.567357,4689519.37587,4
1582906633070965867,4821,1582906633070162057,,42.338988895,-71.0846655167,4.105,328268.727113,4689519.54862,4
1582906633282293867,4822,1582906633281124114,,42.33899036,-71.08466367,4.089,328268.883233,4689519.70756,4
1582906633468244051,4823,1582906633467164039,,42.33899209,-71.08466136,4.057,328269.078244,4689519.895,4
1582906633668155995,4824,1582906633667588949,,42.3389937817,-71.084659295,4.073,328269.252968,4689520.07868,4
1582906633863435638,4825,1582906633862360000,,42.338995565,-71.0846574367,4.01,328269.410916,4689520.27295,4
1582906634070336139,4826,1582906634069224119,,42.3389973,-71.0846553483,4.043,328269.587679,4689520.46139,4
1582906634270341033,4827,1582906634269264936,,42.3389988717,-71.0846532,4.022,328269.768941,4689520.63157,4
1582906634474845482,4828,1582906634473666906,,42.3390005033,-71.0846511983,4.008,328269.938284,4689520.80871,4
1582906634671456438,4829,1582906634670922994,,42.3390022417,-71.08464872,4.036,328270.147186,4689520.99674,4
1582906634865644324,4830,1582906634864873886,,42.3390038767,-71.0846465483,4.021,328270.330543,4689521.17391,4
1582906635071696155,4831,1582906635070576906,,42.3390056633,-71.0846445133,4.006,328270.503053,4689521.36819,4
1582906635283877545,4832,1582906635283104896,,42.33900729,-71.0846420983,4.035,328270.706434,4689521.54394,4
1582906635470466851,4833,1582906635469410896,,42.3390089783,-71.0846400567,4.011,328270.879226,4689521.7273,4
1582906635673657770,4834,1582906635671783924,,42.3390107717,-71.0846379533,4.04,328271.057384,4689521.92218,4
1582906635867473114,4835,1582906635866741895,,42.3390126,-71.0846359883,4.028,328271.224241,4689522.12124,4
1582906636075546710,4836,1582906636073867082,,42.33901437,-71.084633925,4.014,328271.399041,4689522.31362,4
1582906636288798484,4837,1582906636287719964,,42.339016235,-71.0846315783,4.041,328271.59744,4689522.51597,4
1582906636464364354,4838,1582906636463259935,,42.339017875,-71.0846293133,4.043,328271.7885,4689522.6935,4
1582906636671072964,4839,1582906636669929981,,42.33901963,-71.084627125,4.017,328271.973556,4689522.88396,4
1582906636865573497,4840,1582906636865025997,,42.3390213833,-71.0846246317,4.038,328272.183734,4689523.07362,4
1582906637081938487,4841,1582906637080157995,,42.3390230183,-71.0846227133,4.014,328272.346221,4689523.2513,4
1582906637284465116,4842,1582906637283679962,,42.3390249517,-71.0846204733,4.032,328272.536019,4689523.46146,4
1582906637467770241,4843,1582906637467231988,,42.3390268067,-71.0846184067,4.051,328272.711324,4689523.66327,4
1582906637674816345,4844,1582906637672754049,,42.3390285717,-71.08461649,4.018,328272.874027,4689523.85539,4
1582906637866598111,4845,1582906637866017103,,42.3390304117,-71.0846144333,4.056,328273.048468,4689524.05555,4
1582906638075369231,4846,1582906638074152946,,42.33903238,-71.0846124317,4.053,328273.218727,4689524.27008,4
1582906638272901373,4847,1582906638272011995,,42.3390343433,-71.0846104033,4.042,328273.391169,4689524.484,4
1582906638466815571,4848,1582906638466195106,,42.339036255,-71.0846081783,4.068,328273.579673,4689524.69178,4
1582906638674406004,4849,1582906638672831058,,42.3390379183,-71.0846059567,4.088,328273.767226,4689524.87199,4
1582906638867987373,4850,1582906638867252111,,42.3390397383,-71.08460368,4.104,328273.959736,4689525.06949,4
1582906639074854971,4851,1582906639073009967,,42.3390414983,-71.084601515,4.144,328274.142883,4689525.26055,4
1582906639291606446,4852,1582906639288786888,,42.3390432433,-71.0845993167,4.137,328274.328736,4689525.44988,4
1582906639473926370,4853,1582906639472295045,,42.3390449983,-71.0845971583,4.178,328274.511321,4689525.6404,4
1582906639667737905,4854,1582906639666635036,,42.3390465083,-71.0845949183,4.177,328274.699966,4689525.80355,4
1582906639871421159,4855,1582906639870855093,,42.3390481883,-71.0845924983,4.13,328274.903903,4689525.98522,4
1582906640068251058,4856,1582906640067683935,,42.3390499733,-71.0845902667,4.163,328275.092611,4689526.17892,4
1582906640283740427,4857,1582906640283181905,,42.3390516283,-71.0845884317,4.153,328275.248287,4689526.35899,4
1582906640470196503,4858,1582906640469099044,,42.339053365,-71.08458643,4.18,328275.417915,4689526.54779,4
1582906640666935801,4859,1582906640666131973,,42.3390550533,-71.084584225,4.193,328275.604163,4689526.73081,4
1582906640872215942,4860,1582906640871479034,,42.3390566967,-71.0845817667,4.151,328275.811158,4689526.90833,4
1582906641069140420,4861,1582906641068337917,,42.339058465,-71.0845792617,4.177,328276.022338,4689527.09963,4
1582906641284441298,4862,1582906641282854080,,42.3390599483,-71.0845770967,4.199,328276.204732,4689527.25997,4
1582906641467258478,4863,1582906641466505050,,42.3390618233,-71.0845750267,4.168,328276.380366,4689527.46399,4
1582906641676316335,4864,1582906641674568891,,42.3390637217,-71.0845728717,4.194,328276.563067,4689527.67044,4
1582906641870979623,4865,1582906641870415925,,42.3390655117,-71.0845707017,4.188,328276.746708,4689527.86482,4
1582906642067814960,4866,1582906642066751956,,42.3390672817,-71.084568615,4.158,328276.923429,4689528.05715,4
1582906642282748340,4867,1582906642281584978,,42.3390691017,-71.08456657,4.193,328277.096854,4689528.25512,4
1582906642466432047,4868,1582906642465801954,,42.33907091,-71.0845645883,4.135,328277.26503,4689528.45192,4
1582906642671704888,4869,1582906642670972108,,42.3390728217,-71.08456242,4.163,328277.448864,4689528.65981,4
1582906642875165750,4870,1582906642873816013,,42.3390744633,-71.08456014,4.167,328277.641164,4689528.8375,4
1582906643070816136,4871,1582906643070241928,,42.3390761367,-71.0845579733,4.155,328277.824212,4689529.01894,4
1582906643275239394,4872,1582906643273933887,,42.3390780017,-71.0845558367,4.175,328278.005311,4689529.22172,4
1582906643471178219,4873,1582906643470647096,,42.33907974,-71.084553875,4.159,328278.171649,4689529.41078,4
1582906643664318608,4874,1582906643662971973,,42.3390815733,-71.0845519617,4.152,328278.334263,4689529.6105,4
1582906643867923183,4875,1582906643866971015,,42.3390832017,-71.0845498683,4.184,328278.511148,4689529.78708,4
1582906644075473886,4876,1582906644074081897,,42.3390847533,-71.084547715,4.161,328278.692767,4689529.95504,4
1582906644285777015,4877,1582906644284805059,,42.33908665,-71.084545445,4.149,328278.884936,4689530.16106,4
1582906644469538165,4878,1582906644468518018,,42.3390886483,-71.084543385,4.158,328279.060082,4689530.3788,4
1582906644675599989,4879,1582906644674253940,,42.339090535,-71.08454165,4.11,328279.20815,4689530.5848,4
1582906644871733297,4880,1582906644870105028,,42.3390924383,-71.0845394317,4.165,328279.396082,4689530.79167,4
1582906645077808348,4881,1582906645076719045,,42.3390940817,-71.0845372517,4.146,328279.580147,4689530.96975,4
1582906645285938415,4882,1582906645284976005,,42.33909573,-71.0845350567,4.132,328279.765462,4689531.14835,4
1582906645470846134,4883,1582906645469760894,,42.3390975467,-71.0845328983,4.157,328279.948214,4689531.34572,4
1582906645675821019,4884,1582906645674793958,,42.3390991817,-71.0845311233,4.152,328280.098892,4689531.52368,4
1582906645870361640,4885,1582906645869864940,,42.3391010433,-71.0845292233,4.15,328280.260485,4689531.72657,4
1582906646068038405,4886,1582906646066457033,,42.33910271,-71.0845269117,4.169,328280.455461,4689531.90697,4
1582906646279137211,4887,1582906646278651952,,42.3391044517,-71.0845246633,4.137,328280.645423,4689532.09583,4
1582906646472845198,4888,1582906646472012042,,42.339106315,-71.084522435,4.122,328280.834069,4689532.29824,4
1582906646666311107,4889,1582906646665393114,,42.339107945,-71.084520065,4.132,328281.033751,4689532.47445,4
1582906646874908033,4890,1582906646873764038,,42.339109465,-71.0845178267,4.125,328281.222286,4689532.63872,4
1582906647072025433,4891,1582906647070449113,,42.3391112167,-71.0845155833,4.118,328281.411864,4689532.8287,4
1582906647282489371,4892,1582906647281588077,,42.3391129,-71.08451336,4.132,328281.599608,4689533.01113,4
1582906647467326650,4893,1582906647466384887,,42.3391144883,-71.0845114033,4.121,328281.765125,4689533.18355,4
1582906647670676861,4894,1582906647669917106,,42.339116545,-71.084509365,4.124,328281.938644,4689533.40781,4
1582906647870560466,4895,1582906647869765996,,42.3391181683,-71.0845076283,4.095,328282.086133,4689533.58456,4
1582906648076384146,4896,1582906648075381994,,42.3391200783,-71.08450562,4.115,328282.256782,4689533.7926,4
1582906648272888906,4897,1582906648271401882,,42.3391216017,-71.0845033283,4.131,328282.44972,4689533.95712,4
1582906648476572618,4898,1582906648475563049,,42.3391230783,-71.0845010667,4.122,328282.640059,4689534.11653,4
1582906648671098281,4899,1582906648670419931,,42.33912487,-71.0844989483,4.161,328282.819448,4689534.3112,4
1582906648873956285,4900,1582906648873274087,,42.3391265667,-71.08449701,4.15,328282.983749,4689534.49569,4
1582906649070707109,4901,1582906649069871902,,42.33912848,-71.0844950067,4.098,328283.153996,4689534.7041,4
1582906649290208248,4902,1582906649289047002,,42.33913008,-71.084492685,4.155,328283.349614,4689534.87708,4
1582906649475352207,4903,1582906649474245071,,42.3391316783,-71.0844906567,4.138,328283.521062,4689535.05047,4
1582906649671817250,4904,1582906649670196056,,42.3391334783,-71.0844885117,4.129,328283.70267,4689535.24601,4
1582906649874435942,4905,1582906649873923063,,42.33913531,-71.0844865067,4.152,328283.872831,4689535.44536,4
1582906650069525498,4906,1582906650067903041,,42.339137045,-71.0844847217,4.131,328284.024605,4689535.63441,4
1582906650279772002,4907,1582906650278678894,,42.339138875,-71.0844829417,4.166,328284.176226,4689535.83402,4
1582906650474010650,4908,1582906650472837924,,42.33914044,-71.0844809433,4.174,328284.345112,4689536.00377,4
1582906650679971759,4909,1582906650678822040,,42.3391421,-71.0844789733,4.155,328284.511922,4689536.18412,4
1582906650875342883,4910,1582906650874133110,,42.3391439,-71.0844769417,4.194,328284.684194,4689536.37989,4
1582906651071205813,4911,1582906651070638895,,42.3391455417,-71.0844754167,4.192,328284.814294,4689536.55911,4
1582906651286498670,4912,1582906651285921096,,42.3391474833,-71.0844737183,4.18,328284.959491,4689536.77129,4
1582906651471045964,4913,1582906651470283031,,42.3391490367,-71.0844717583,4.192,328285.125187,4689536.93981,4
1582906651676684818,4914,1582906651675616025,,42.33915052,-71.0844696533,4.185,328285.302638,4689537.10028,4
1582906651870696364,4915,1582906651869937896,,42.3391523683,-71.0844675317,4.172,328285.482456,4689537.30123,4
1582906652077655803,4916,1582906652076194047,,42.339154025,-71.0844655517,4.181,328285.650081,4689537.4812,4
1582906652285365671,4917,1582906652284260034,,42.3391555967,-71.0844638567,4.172,328285.793996,4689537.65229,4
1582906652474126974,4918,1582906652473388910,,42.339157175,-71.0844621017,4.181,328285.942872,4689537.82401,4
1582906652669445539,4919,1582906652668747901,,42.3391580333,-71.08446014,4.204,328286.106813,4689537.91536,4
1582906652877904067,4920,1582906652876673936,,42.3391587933,-71.084458155,4.197,328286.27241,4689537.99574,4
1582906653074070848,4921,1582906653073529958,,42.339159385,-71.084455965,4.211,328286.454436,4689538.05702,4
1582906653286990568,4922,1582906653285341978,,42.3391593717,-71.0844537117,4.227,328286.640032,4689538.05099,4
1582906653471225843,4923,1582906653470662117,,42.339158895,-71.0844520683,4.219,328286.774115,4689537.99474,4
1582906653677474041,4924,1582906653676285982,,42.339158465,-71.0844506017,4.242,328286.893771,4689537.94403,4
1582906653871677351,4925,1582906653871107101,,42.339157475,-71.0844492567,4.224,328287.001879,4689537.83138,4
1582906654079593100,4926,1582906654078497886,,42.339156495,-71.0844476783,4.235,328287.129237,4689537.71937,4
1582906654285894485,4927,1582906654284775972,,42.3391555883,-71.0844458817,4.233,328287.274781,4689537.61507,4
1582906654471581070,4928,1582906654471010923,,42.3391544983,-71.084443865,4.212,328287.43795,4689537.48996,4
1582906654679214253,4929,1582906654678150892,,42.3391535267,-71.0844415717,4.207,328287.624234,4689537.37743,4
1582906654874795748,4930,1582906654873575925,,42.3391523983,-71.0844396867,4.231,328287.776452,4689537.24833,4
1582906655079512350,4931,1582906655078984022,,42.3391510733,-71.084437735,4.224,328287.933626,4689537.09726,4
1582906655294317973,4932,1582906655293423891,,42.33914969,-71.0844356,4.223,328288.105745,4689536.93934,4
1582906655481842755,4933,1582906655480870008,,42.33914821,-71.0844335383,4.221,328288.27156,4689536.77083,4
1582906655678244129,4934,1582906655677192926,,42.33914672,-71.0844314033,4.191,328288.443389,4689536.60107,4
1582906655871873318,4935,1582906655871184110,,42.339145435,-71.0844290067,4.223,328288.637332,4689536.45354,4
1582906656076762546,4936,1582906656075999975,,42.3391442183,-71.0844269183,4.218,328288.806061,4689536.31422,4
1582906656287820417,4937,1582906656286808013,,42.3391426767,-71.0844250417,4.205,328288.956467,4689536.13924,4
1582906656474146577,4938,1582906656473054885,,42.3391411683,-71.0844227083,4.222,328289.144585,4689535.96704,4
1582906656677436086,4939,1582906656676434993,,42.3391397667,-71.0844203867,4.217,328289.332032,4689535.80671,4
1582906656874726212,4940,1582906656874181985,,42.339138305,-71.084417985,4.198,328289.525906,4689535.63955,4
1582906657081077069,4941,1582906657080346107,,42.33913666,-71.0844159167,4.214,328289.691821,4689535.45271,4
1582906657300744260,4942,1582906657299725055,,42.3391349983,-71.0844140167,4.202,328289.843823,4689535.26436,4
1582906657484835868,4943,1582906657483786106,,42.3391334467,-71.0844118417,4.23,328290.018779,4689535.08766,4
1582906657680559833,4944,1582906657679442882,,42.3391319633,-71.0844096717,4.247,328290.19351,4689534.91857,4
1582906657872548980,4945,1582906657872052907,,42.3391303167,-71.0844075333,4.21,328290.365187,4689534.7314,4
1582906658070725475,4946,1582906658069665908,,42.3391286183,-71.084405155,4.238,328290.556495,4689534.53801,4
1582906658287150476,4947,1582906658286624908,,42.3391269483,-71.08440314,4.228,328290.717948,4689534.3485,4
1582906658472800014,4948,1582906658471720933,,42.33912544,-71.0844011267,4.232,328290.879704,4689534.17694,4
1582906658682749709,4949,1582906658681920051,,42.3391239417,-71.0843988033,4.26,328291.067025,4689534.00587,4
1582906658872397889,4950,1582906658871469020,,42.3391226233,-71.0843964783,4.234,328291.254974,4689533.85479,4
1582906659083335194,4951,1582906659082243919,,42.3391211517,-71.08439401,4.219,328291.454313,4689533.68639,4
1582906659300811351,4952,1582906659300045967,,42.3391196017,-71.0843918983,4.229,328291.624056,4689533.51001,4
1582906659474162179,4953,1582906659473134040,,42.3391179483,-71.0843899117,4.23,328291.783221,4689533.3224,4
1582906659682853161,4954,1582906659682255029,,42.3391163117,-71.0843875733,4.221,328291.971401,4689533.13594,4
1582906659880648489,4955,1582906659879003047,,42.3391149017,-71.0843853733,4.242,328292.148803,4689532.97493,4
1582906660083595886,4956,1582906660082549095,,42.33911356,-71.08438304,4.208,328292.337375,4689532.82124,4
1582906660283518845,4957,1582906660282454013,,42.3391121617,-71.0843805867,4.234,328292.535678,4689532.66101,4
1582906660477669025,4958,1582906660476146936,,42.3391104683,-71.0843784217,4.221,328292.709425,4689532.4686,4
1582906660683293061,4959,1582906660682624101,,42.3391088067,-71.0843761567,4.184,328292.891496,4689532.27951,4
1582906660882763430,4960,1582906660882184982,,42.339107185,-71.0843736383,4.201,328293.094547,4689532.09436,4
1582906661083598487,4961,1582906661082962036,,42.3391060783,-71.08437163,4.216,328293.256984,4689531.96741,4
1582906661300393131,4962,1582906661299350976,,42.339104905,-71.0843693867,4.213,328293.4386,4689531.83259,4
1582906661484187811,4963,1582906661483576059,,42.3391035067,-71.084367365,4.249,328293.601342,4689531.67324,4
1582906661677993711,4964,1582906661676451921,,42.3391016867,-71.0843653167,4.239,328293.765133,4689531.467,4
1582906661882959200,4965,1582906661881899118,,42.33910005,-71.0843632817,4.207,328293.928324,4689531.28115,4
1582906662082107753,4966,1582906662080744981,,42.3390984517,-71.0843609783,4.243,328294.113726,4689531.09902,4
